Property name,Property price,Property type,Property area,Property locality/Type (if locality not provided),Property link,Property City
Hiranandani Glen Classic,"₹ 1.4 Cr
₹ 11,290/sq.ft.","2 BHK
2 Baths","1,240 sq.ft.
(115 sq.m.) Super built-up Area",2 BHK Flat in Hebbal,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-hiranandani-glen-classic-hebbal-bangalore-north-1240-sq-ft-spid-Y70565960,Bangalore
Prestige Whistling Palms,"₹ 5 Cr
₹ 7,062/sq.ft.",,"7,080 sq.ft.
(658 sq.m.) Plot Area",Residential land / Plot in Pattandur Agrahara,https://www.99acres.com/residential-land-plot-for-sale-in-prestige-whistling-palms-pattandur-agrahara-bangalore-east-787-sq-yard-spid-S71368560,Bangalore
,"₹ 9.7 Cr
₹ 24,250/sq.ft.",,"4,000 sq.ft.
(372 sq.m.) Plot Area",Residential land / Plot in Marathahalli,https://www.99acres.com/residential-land-plot-for-sale-in-marathahalli-bangalore-east-444-sq-yard-spid-I71270022,Bangalore
Valmark Orchards,"₹ 69 L
₹ 5,750/sq.ft.",,"1,200 sq.ft.
(111 sq.m.) Plot Area",Residential land / Plot in Devanahalli,https://www.99acres.com/residential-land-plot-for-sale-in-valmark-orchards-devanahalli-bangalore-north-133-sq-yard-spid-U70708866,Bangalore
Amaravathi enclave,"₹ 48.42 L
₹ 3,600/sq.ft.","3 BHK
2 Baths","1,345 sq.ft.
(125 sq.m.) Carpet Area",3 BHK Flat in Ananth Nagar,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ananth-nagar-bangalore-south-1345-sq-ft-spid-B71360896,Bangalore
,"₹ 98 L
₹ 3,266/sq.ft.",,"3,000 sq.ft.
(279 sq.m.) Plot Area",Residential land / Plot in Hejjala,https://www.99acres.com/residential-land-plot-for-sale-in-hejjala-bangalore-south-333-sq-yard-spid-R71249072,Bangalore
,"₹ 1.56 Cr
₹ 3,100/sq.ft.",,"5,300 sq.ft.
(492 sq.m.) Plot Area",Residential land / Plot in Hejjala,https://www.99acres.com/residential-land-plot-for-sale-in-hejjala-bangalore-south-589-sq-yard-spid-Q71246278,Bangalore
,"₹ 42 L
₹ 3,500/sq.ft.",,"1,200 sq.ft.
(111 sq.m.) Plot Area",Residential land / Plot in Hejjala,https://www.99acres.com/residential-land-plot-for-sale-in-hejjala-bangalore-south-133-sq-yard-spid-G71246166,Bangalore
,"₹ 6.72 Cr
₹ 2,800/sq.ft.",,"24,000 sq.ft.
(2230 sq.m.) Plot Area",Residential land / Plot in 3rd Block Koramangala,https://www.99acres.com/residential-land-plot-for-sale-in-block-3-koramangala-bangalore-south-2667-sq-yard-spid-M71243040,Bangalore
Amaravathi Anagha,"₹ 51.4 L
₹ 4,095/sq.ft.","3 BHK
2 Baths","1,255 sq.ft.
(117 sq.m.) Carpet Area",3 BHK Flat in Ananth Nagar,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ananth-nagar-bangalore-south-1255-sq-ft-spid-Z71124304,Bangalore
Amaravathi Anagha,"₹ 47 L
₹ 4,086/sq.ft.","2 BHK
2 Baths","1,150 sq.ft.
(107 sq.m.) Carpet Area",2 BHK Flat in Ananth Nagar,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ananth-nagar-bangalore-south-1150-sq-ft-spid-D71123984,Bangalore
Amaravathi Anagha,"₹ 56 L
₹ 4,072/sq.ft.","3 BHK
2 Baths","1,375 sq.ft.
(128 sq.m.) Carpet Area",3 BHK Flat in Ananth Nagar,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ananth-nagar-bangalore-south-1375-sq-ft-spid-U71123854,Bangalore
,"₹ 3.5 Cr
₹ 29,166/sq.ft.",,"1,200 sq.ft.
(111 sq.m.) Plot Area",Residential land / Plot in Sector 7 HSR Layout,https://www.99acres.com/residential-land-plot-for-sale-in-sector-7-hsr-layout-bangalore-south-133-sq-yard-spid-E70973768,Bangalore
,"₹ 1.62 Cr
₹ 3,000/sq.ft.",,"5,400 sq.ft.
(502 sq.m.) Plot Area",Residential land / Plot in Hejjala,https://www.99acres.com/residential-land-plot-for-sale-in-hejjala-bangalore-south-600-sq-yard-spid-L70847508,Bangalore
,"₹ 72 L
₹ 3,000/sq.ft.",,"2,400 sq.ft.
(223 sq.m.) Plot Area",Residential land / Plot in Hejjala,https://www.99acres.com/residential-land-plot-for-sale-in-hejjala-bangalore-south-267-sq-yard-spid-T70847452,Bangalore
,"₹ 40 L
₹ 3,300/sq.ft.",,"1,200 sq.ft.
(111 sq.m.) Plot Area",Residential land / Plot in Hejjala,https://www.99acres.com/residential-land-plot-for-sale-in-hejjala-bangalore-south-133-sq-yard-spid-B70847414,Bangalore
,"₹ 1.56 Cr
₹ 13,000/sq.ft.",,"1,200 sq.ft.
(111 sq.m.) Plot Area",Residential land / Plot in AECS B Block,https://www.99acres.com/residential-land-plot-for-sale-in-aecs-b-block-bangalore-south-133-sq-yard-spid-R70692624,Bangalore
"aces layout, marathalli","₹ 2.85 Cr
₹ 19,000/sq.ft.",,"1,500 sq.ft.
(139 sq.m.) Plot Area",Residential land / Plot in aces layout kundalahalli,https://www.99acres.com/residential-land-plot-for-sale-in-bangalore-east-167-sq-yard-spid-G70582424,Bangalore
S L V Anushu classy,"₹ 54.75 L
₹ 5,150/sq.ft.","2 BHK
2 Baths","1,070 sq.ft.
(99 sq.m.) Carpet Area",2 BHK Flat in Akshay nagar,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-bangalore-south-1070-sq-ft-spid-F70335384,Bangalore
SVL Anshu classic,"₹ 51.5 L
₹ 5,150/sq.ft.","2 BHK
2 Baths","1,000 sq.ft.
(93 sq.m.) Carpet Area",2 BHK Flat in Akshay nagar,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-bangalore-south-1000-sq-ft-spid-U70335162,Bangalore
Amma enclave,"₹ 70 L
₹ 4,560/sq.ft.","3 BHK
3 Baths","1,535 sq.ft.
(143 sq.m.) Super built-up Area",3 BHK Flat in MCECHS layout,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-mcechs-layout-bangalore-north-1535-sq-ft-spid-K70532970,Bangalore
Mango Grove,"₹ 2.85 Cr
₹ 11,875/sq.ft.",,"2,400 sq.ft.
(223 sq.m.) Plot Area",Residential land / Plot in BCMC Layout,https://www.99acres.com/residential-land-plot-for-sale-in-mango-grove-bcmc-layout-bangalore-south-267-sq-yard-spid-L71256798,Bangalore
,"₹ 2.76 Cr
₹ 11,500/sq.ft.",,"2,400 sq.ft.
(223 sq.m.) Plot Area",Residential land / Plot in Health Layout,https://www.99acres.com/residential-land-plot-for-sale-in-health-layout-bangalore-west-267-sq-yard-r1-spid-F66301116,Bangalore
,"₹ 20.88 Cr
₹ 87,000/sq.ft.",,"2,400 sq.ft.
(223 sq.m.) Plot Area",Residential land / Plot in SMV layout,https://www.99acres.com/residential-land-plot-for-sale-in-smv-layout-bangalore-west-267-sq-yard-r1-spid-B66722974,Bangalore
,"₹ 3.24 Cr
₹ 13,500/sq.ft.",,"2,400 sq.ft.
(223 sq.m.) Plot Area","Residential land / Plot in 9th Block Sir M Vishweshwaraiah Layout,",https://www.99acres.com/residential-land-plot-for-sale-in-block-9-sir-m-vishweshwaraiah-layout-bangalore-west-267-sq-yard-r2-spid-N67184766,Bangalore
,"₹ 1.14 Cr
₹ 9,500/sq.ft.",,"1,200 sq.ft.
(111 sq.m.) Plot Area",Residential land / Plot in Jnanabharathi Layout,https://www.99acres.com/residential-land-plot-for-sale-in-jnanabharathi-layout-bangalore-west-133-sq-yard-r2-spid-Q67131086,Bangalore
,"₹ 1.5 Cr
₹ 12,500/sq.ft.",,"1,200 sq.ft.
(111 sq.m.) Plot Area",Residential land / Plot in Banashankari 6th Stage 4th Block,https://www.99acres.com/residential-land-plot-for-sale-in-banashankari-stage-6-block-4-bangalore-south-133-sq-yard-spid-X70653302,Bangalore
,"₹ 1.78 Cr
₹ 14,833/sq.ft.",,"1,200 sq.ft.
(111 sq.m.) Plot Area",Residential land / Plot in Bharath Housing Society Layout,https://www.99acres.com/residential-land-plot-for-sale-in-bharath-housing-society-layout-bangalore-south-133-sq-yard-spid-M71397922,Bangalore
,"₹ 1.6 Cr
₹ 6,600/sq.ft.",,"2,400 sq.ft.
(223 sq.m.) Plot Area",Residential land / Plot in Raghuvanahalli,https://www.99acres.com/residential-land-plot-for-sale-in-raghuvanahalli-bangalore-south-267-sq-yard-spid-X71380690,Bangalore
,"₹ 65 L
₹ 10,800/sq.ft.",,"600 sq.ft.
(56 sq.m.) Plot Area",Residential land / Plot in Banashankari Stage 6,https://www.99acres.com/residential-land-plot-for-sale-in-banashankari-stage-6-bangalore-south-67-sq-yard-spid-T71378066,Bangalore
vaishnavi temple trees,"₹ 1.2 Cr
₹ 4,000/sq.ft.",,"3,000 sq.ft.
(279 sq.m.) Plot Area",Residential land / Plot in Kanakapura Road,https://www.99acres.com/residential-land-plot-for-sale-in-kanakapura-road-bangalore-south-333-sq-yard-spid-E71357732,Bangalore
,"₹ 1.92 Cr
₹ 8,000/sq.ft.",,"2,400 sq.ft.
(223 sq.m.) Plot Area",Residential land / Plot in Vajarahalli,https://www.99acres.com/residential-land-plot-for-sale-in-vajarahalli-bangalore-south-267-sq-yard-spid-T71276240,Bangalore
,"₹ 1.44 Cr
₹ 12,000/sq.ft.",,"1,200 sq.ft.
(111 sq.m.) Plot Area",Residential land / Plot in Banashankari Stage 6,https://www.99acres.com/residential-land-plot-for-sale-in-banashankari-stage-6-bangalore-south-133-sq-yard-spid-Z71263486,Bangalore
,"₹ 1.44 Cr
₹ 12,000/sq.ft.",,"1,200 sq.ft.
(111 sq.m.) Plot Area",Residential land / Plot in Sarvabhouma Nagar,https://www.99acres.com/residential-land-plot-for-sale-in-sarvabhouma-nagar-bangalore-south-133-sq-yard-spid-G71224264,Bangalore
,"₹ 1.9 Cr
₹ 7,900/sq.ft.",,"2,400 sq.ft.
(223 sq.m.) Plot Area",Residential land / Plot in Raghuvanahalli,https://www.99acres.com/residential-land-plot-for-sale-in-raghuvanahalli-bangalore-south-267-sq-yard-spid-Z71212284,Bangalore
,"₹ 1.2 Cr
₹ 10,000/sq.ft.",,"1,200 sq.ft.
(111 sq.m.) Plot Area",Residential land / Plot in Banashankari 6th Stage 4th Block,https://www.99acres.com/residential-land-plot-for-sale-in-banashankari-stage-6-block-4-bangalore-south-133-sq-yard-spid-V71212120,Bangalore
,"₹ 1.8 Cr
₹ 15,000/sq.ft.",,"1,200 sq.ft.
(111 sq.m.) Plot Area",Residential land / Plot in Bharath Housing Society Layout,https://www.99acres.com/residential-land-plot-for-sale-in-bharath-housing-society-layout-bangalore-south-133-sq-yard-spid-M71212010,Bangalore
,"₹ 1.75 Cr
₹ 11,600/sq.ft.",,"1,500 sq.ft.
(139 sq.m.) Plot Area",Residential land / Plot in Doddakallasandra,https://www.99acres.com/residential-land-plot-for-sale-in-doddakallasandra-bangalore-south-167-sq-yard-spid-F71139416,Bangalore
,"₹ 1.5 Cr
₹ 15,625/sq.ft.",,"960 sq.ft.
(89 sq.m.) Plot Area",Residential land / Plot in Padmanabhanagar,https://www.99acres.com/residential-land-plot-for-sale-in-padmanabhanagar-bangalore-east-107-sq-yard-spid-L71068310,Bangalore
,"₹ 90 L
₹ 7,500/sq.ft.",,"1,200 sq.ft.
(111 sq.m.) Plot Area",Residential land / Plot in Gubbalala,https://www.99acres.com/residential-land-plot-for-sale-in-gubbalala-133-sq-yard-spid-F71062892,Bangalore
,"₹ 1.38 Cr
₹ 11,500/sq.ft.",,"1,200 sq.ft.
(111 sq.m.) Plot Area",Residential land / Plot in Banashankari 6th Stage 1st Block,https://www.99acres.com/residential-land-plot-for-sale-in-banashankari-stage-6-block-1-bangalore-south-133-sq-yard-spid-C71047970,Bangalore
,"₹ 1.38 Cr
₹ 11,500/sq.ft.",,"1,200 sq.ft.
(111 sq.m.) Plot Area",Residential land / Plot in Banashankari Stage 6,https://www.99acres.com/residential-land-plot-for-sale-in-banashankari-stage-6-bangalore-south-133-sq-yard-spid-T71047796,Bangalore
,"₹ 87 L
₹ 3,625/sq.ft.",,"2,400 sq.ft.
(223 sq.m.) Plot Area",Residential land / Plot in Begur Road,https://www.99acres.com/residential-land-plot-for-sale-in-begur-road-bangalore-south-267-sq-yard-spid-B70906836,Bangalore
,"₹ 1.2 Cr
₹ 10,000/sq.ft.",,"1,200 sq.ft.
(111 sq.m.) Plot Area",Residential land / Plot in Banashankari Stage 6,https://www.99acres.com/residential-land-plot-for-sale-in-banashankari-stage-6-bangalore-south-133-sq-yard-spid-T70746276,Bangalore
,"₹ 60 L
₹ 10,000/sq.ft.",,"600 sq.ft.
(56 sq.m.) Plot Area",Residential land / Plot in Banashankari Stage 6,https://www.99acres.com/residential-land-plot-for-sale-in-banashankari-stage-6-bangalore-south-67-sq-yard-spid-L70626484,Bangalore
,"₹ 2.6 Cr
₹ 6,500/sq.ft.",,"4,000 sq.ft.
(372 sq.m.) Plot Area",Residential land / Plot in Banashankari 6th Stage 4th Block,https://www.99acres.com/residential-land-plot-for-sale-in-banashankari-stage-6-block-4-bangalore-south-444-sq-yard-spid-E70512768,Bangalore
,"₹ 1.9 Cr
₹ 7,916/sq.ft.",,"2,400 sq.ft.
(223 sq.m.) Plot Area",Residential land / Plot in Vishveshwarya Layout,https://www.99acres.com/residential-land-plot-for-sale-in-vishveshwarya-layout-bangalore-west-267-sq-yard-spid-V70476864,Bangalore
,"₹ 3 Cr
₹ 12,500/sq.ft.",,"2,400 sq.ft.
(223 sq.m.) Plot Area",Residential land / Plot in BCMC Layout,https://www.99acres.com/residential-land-plot-for-sale-in-bcmc-layout-bangalore-south-267-sq-yard-spid-O70415894,Bangalore
,"₹ 57 L
₹ 9,500/sq.ft.",,"600 sq.ft.
(56 sq.m.) Plot Area",Residential land / Plot in Banashankari Stage 6,https://www.99acres.com/residential-land-plot-for-sale-in-banashankari-stage-6-bangalore-south-67-sq-yard-spid-E70371958,Bangalore
,"₹ 90 L
₹ 7,500/sq.ft.",,"1,200 sq.ft.
(111 sq.m.) Plot Area",Residential land / Plot in Anjanapura 8th Block,https://www.99acres.com/residential-land-plot-for-sale-in-anjanapura-block-8-bangalore-south-133-sq-yard-spid-I70353514,Bangalore
,"₹ 1.45 Cr
₹ 12,083/sq.ft.",,"1,200 sq.ft.
(111 sq.m.) Plot Area",Residential land / Plot in Banashankari 6th Stage 1st Block,https://www.99acres.com/residential-land-plot-for-sale-in-banashankari-stage-6-block-1-bangalore-south-133-sq-yard-spid-V70318482,Bangalore
,"₹ 1.45 Cr
₹ 12,083/sq.ft.",,"1,200 sq.ft.
(111 sq.m.) Plot Area",Residential land / Plot in Banashankari Stage 6,https://www.99acres.com/residential-land-plot-for-sale-in-banashankari-stage-6-bangalore-south-133-sq-yard-spid-A70190850,Bangalore
Royal Elite Nisarga,"₹ 66 L
₹ 5,500/sq.ft.",,"1,200 sq.ft.
(111 sq.m.) Plot Area",Residential land / Plot in Kengeri,https://www.99acres.com/residential-land-plot-for-sale-in-kengeri-bangalore-west-133-sq-yard-r2-spid-A66124524,Bangalore
green city,"₹ 42 L
₹ 3,500/sq.ft.",,"1,200 sq.ft.
(111 sq.m.) Plot Area",Residential land / Plot in Electronics City Phase 1,https://www.99acres.com/residential-land-plot-for-sale-in-electronics-city-phase-1-bangalore-south-133-sq-yard-spid-E71397258,Bangalore
,"₹ 2.64 Cr
₹ 11,000/sq.ft.",,"2,400 sq.ft.
(223 sq.m.) Plot Area",Residential land / Plot in KPC Layout,https://www.99acres.com/residential-land-plot-for-sale-in-kpc-layout-bangalore-south-267-sq-yard-spid-A71393814,Bangalore
,"₹ 96 L
₹ 4,000/sq.ft.",,"2,400 sq.ft.
(223 sq.m.) Plot Area",Residential land / Plot in Bagalur,https://www.99acres.com/residential-land-plot-for-sale-in-bagalur-bangalore-north-267-sq-yard-spid-R71388058,Bangalore
"Prestige Laughing Waters
4.4
★","₹ 3.53 Cr
₹ 7,510/sq.ft.",,"4,700 sq.ft.
(437 sq.m.) Plot Area",Residential land / Plot in Whitefield,https://www.99acres.com/residential-land-plot-for-sale-in-prestige-laughing-waters-whitefield-bangalore-east-522-sq-yard-spid-X71386660,Bangalore
nagarabhavi,"₹ 1.73 Cr
₹ 11,500/sq.ft.",,"1,500 sq.ft.
(139 sq.m.) Plot Area",Residential land / Plot in Railway Layout,https://www.99acres.com/residential-land-plot-for-sale-in-railway-layout-bangalore-west-167-sq-yard-spid-I71380010,Bangalore
,"₹ 480 Cr
₹ 1,600,000/sq.ft.",,"3,000 sq.ft.
(279 sq.m.) Plot Area",Residential land / Plot in Anand Nagar,https://www.99acres.com/residential-land-plot-for-sale-in-anand-nagar-bangalore-north-333-sq-yard-spid-G71373304,Bangalore
,"₹ 3.9 Cr
₹ 13,000/sq.ft.",,"3,000 sq.ft.
(279 sq.m.) Plot Area",Residential land / Plot in BK Nagar,https://www.99acres.com/residential-land-plot-for-sale-in-bk-nagar-bangalore-north-333-sq-yard-spid-Q71373238,Bangalore
"Nava Karnataka Housing, Bangalore North","₹ 22.18 L
₹ 924/sq.ft.",,"2,400 sq.ft.
(223 sq.m.) Plot Area",Residential land / Plot in Nandi Hills,https://www.99acres.com/residential-land-plot-for-sale-in-nandi-hills-bangalore-north-267-sq-yard-spid-X71373234,Bangalore
,"₹ 13.86 L
₹ 924/sq.ft.",,"1,500 sq.ft.
(139 sq.m.) Plot Area",Residential land / Plot in Bagalur,https://www.99acres.com/residential-land-plot-for-sale-in-bagalur-bangalore-north-167-sq-yard-spid-E71372778,Bangalore
,"₹ 3.84 Cr
₹ 16,000/sq.ft.",,"2,400 sq.ft.
(223 sq.m.) Plot Area",Residential land / Plot in Jakkur Plantation,https://www.99acres.com/residential-land-plot-for-sale-in-jakkur-plantation-bangalore-north-267-sq-yard-spid-M71372564,Bangalore
"Nava Karnataka Housing, Ganganagar Bangalore North","₹ 11.09 L
₹ 924/sq.ft.",,"1,200 sq.ft.
(111 sq.m.) Plot Area",Residential land / Plot in Bagalur,https://www.99acres.com/residential-land-plot-for-sale-in-bagalur-bangalore-north-133-sq-yard-spid-D71372270,Bangalore
"Nava Karnataka Housing, Ganganagar Bangalore North","₹ 8.32 L
₹ 924/sq.ft.",,"900 sq.ft.
(84 sq.m.) Plot Area",Residential land / Plot in Devanahalli,https://www.99acres.com/residential-land-plot-for-sale-in-devanahalli-bangalore-north-100-sq-yard-spid-K71371554,Bangalore
Sree Vari Anand Nilayam,"₹ 85 L
₹ 7,812/sq.ft.","3 BHK
2 Baths","1,360 sq.ft.
(126 sq.m.) Super built-up Area",3 BHK Flat in Kempegowda Nagar,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sree-vari-anand-nilayam-kempegowda-nagar-bangalore-south-1360-sq-ft-spid-B71146510,Bangalore
E-city plots,"₹ 57 L
₹ 4,750/sq.ft.",,"1,200 sq.ft.
(111 sq.m.) Plot Area",Residential land / Plot in Electronics City Phase 1,https://www.99acres.com/residential-land-plot-for-sale-in-electronics-city-phase-1-bangalore-south-133-sq-yard-spid-B71365718,Bangalore
Mahaveer Palatium,"₹ 28.8 L
₹ 2,400/sq.ft.",,"1,200 sq.ft.
(111 sq.m.) Plot Area",Residential land / Plot in Jigani,https://www.99acres.com/residential-land-plot-for-sale-in-mahaveer-palatium-jigani-bangalore-south-133-sq-yard-spid-Z71365292,Bangalore
,"₹ 2 Cr
₹ 8,333/sq.ft.","7 BHK
7 Baths","2,400 sq.ft.
(223 sq.m.) Super built-up Area",7 BHK Independent Builder Floor in Kanaka Nagar,https://www.99acres.com/7-bhk-bedroom-independent-builder-floor-for-sale-in-kanaka-nagar-bangalore-north-2400-sq-ft-spid-B71346224,Bangalore
,"₹ 1.6 Cr
₹ 10,666/sq.ft.","3 BHK
3 Baths","1,500 sq.ft.
(139 sq.m.) Plot Area",3 Bedroom House in Hebbal,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-hebbal-bangalore-north-1800-sq-ft-spid-S71338200,Bangalore
,"₹ 4.08 Cr
₹ 17,000/sq.ft.",,"2,400 sq.ft.
(223 sq.m.) Plot Area",Residential land / Plot in RT Nagar,https://www.99acres.com/residential-land-plot-for-sale-in-rt-nagar-bangalore-north-267-sq-yard-spid-J71345968,Bangalore
Habulus Enclave 2,"₹ 41 L
₹ 3,644/sq.ft.","2 BHK
2 Baths","1,125 sq.ft.
(105 sq.m.) Super built-up Area",2 BHK Flat in Electronic City Phase 2,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-habulus-enclave-2-electronic-city-phase-2-bangalore-south-1125-sq-ft-spid-O71343674,Bangalore
Habulus Enclave 2,"₹ 33.5 L
₹ 3,544/sq.ft.","2 BHK
2 Baths","945 sq.ft.
(88 sq.m.) Super built-up Area",2 BHK Flat in Electronic City Phase 2,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-habulus-enclave-2-electronic-city-phase-2-bangalore-south-945-sq-ft-spid-I71343734,Bangalore
mm Pride,"₹ 55 L
₹ 5,045/sq.ft.","2 BHK
2 Baths","1,090 sq.ft.
(101 sq.m.) Super built-up Area",2 BHK Flat in Ramamurthy Nagar,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-rammurthy-nagar-bangalore-east-1090-sq-ft-spid-T71315172,Bangalore
MM Pride,"₹ 65 L
₹ 5,158/sq.ft.","3 BHK
2 Baths","1,260 sq.ft.
(117 sq.m.) Super built-up Area",3 BHK Flat in Ramamurthy Nagar,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-rammurthy-nagar-bangalore-east-1260-sq-ft-spid-M71314934,Bangalore
mm pride ramamurthy nagar,"₹ 65 L
₹ 5,158/sq.ft.","3 BHK
2 Baths","1,260 sq.ft.
(117 sq.m.) Built-up Area",3 BHK Flat in tc palya main road,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bangalore-north-1260-sq-ft-spid-B70996562,Bangalore
MM Pride,"₹ 55 L
₹ 5,050/sq.ft.","2 BHK
2 Baths","1,089 sq.ft.
(101 sq.m.) Super built-up Area",2 BHK Flat in Ramamurthy Nagar,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-rammurthy-nagar-bangalore-east-1089-sq-ft-spid-I71315104,Bangalore
victory lotus,"₹ 52 L
₹ 4,601/sq.ft.","2 BHK
2 Baths","1,130 sq.ft.
(105 sq.m.) Built-up Area",2 BHK Flat in Horamavu Agara,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-horamavu-agara-bangalore-north-1130-sq-ft-spid-J71056652,Bangalore
,"₹ 1.92 Cr
₹ 8,000/sq.ft.",,"2,400 sq.ft.
(223 sq.m.) Plot Area",Residential land / Plot in Manyata Tech Park,https://www.99acres.com/residential-land-plot-for-sale-in-manyata-tech-park-bangalore-north-267-sq-yard-spid-U71338084,Bangalore
Habulus classic,"₹ 20.09 L
₹ 3,400/sq.ft.","1 BHK
1 Bath","591 sq.ft.
(55 sq.m.) Super built-up Area",1 BHK Flat in Electronic City,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-electronic-city-bangalore-south-591-sq-ft-spid-E71292712,Bangalore
,"₹ 78 L
₹ 6,500/sq.ft.",,"1,200 sq.ft.
(111 sq.m.) Plot Area",Residential land / Plot in Venkatala,https://www.99acres.com/residential-land-plot-for-sale-in-venkatala-bangalore-north-133-sq-yard-spid-S71333984,Bangalore
Amaravathi Anagha,"₹ 60.27 L
₹ 4,200/sq.ft.","3 BHK
2 Baths","1,435 sq.ft.
(133 sq.m.) Carpet Area",3 BHK Flat in Electronic City Phase 2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-electronic-city-phase-2-bangalore-south-1435-sq-ft-spid-U71331166,Bangalore
Amaravathi Anagha,"₹ 52.71 L
₹ 4,200/sq.ft.","3 BHK
2 Baths","1,255 sq.ft.
(117 sq.m.) Carpet Area",3 BHK Flat in Electronic City Phase 2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-electronic-city-phase-2-bangalore-south-1255-sq-ft-spid-R71330942,Bangalore
Amaravathi Anagha,"₹ 50.82 L
₹ 4,200/sq.ft.","3 BHK
2 Baths","1,210 sq.ft.
(112 sq.m.) Carpet Area",3 BHK Flat in Electronic City Phase 2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-electronic-city-phase-2-bangalore-south-1210-sq-ft-spid-J71330862,Bangalore
Amaravathi Anagha,"₹ 48.3 L
₹ 4,200/sq.ft.","2 BHK
2 Baths","1,150 sq.ft.
(107 sq.m.) Carpet Area",2 BHK Flat in Electronic City Phase 2,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-electronic-city-phase-2-bangalore-south-1150-sq-ft-spid-W71331028,Bangalore
Amaravathi Anagha,"₹ 42.42 L
₹ 4,200/sq.ft.","2 BHK
2 Baths","1,010 sq.ft.
(94 sq.m.) Carpet Area",2 BHK Flat in Electronic City Phase 2,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-electronic-city-phase-2-bangalore-south-1010-sq-ft-spid-K71319732,Bangalore
sai surya enclave,"₹ 43 L
₹ 4,300/sq.ft.","2 BHK
2 Baths","1,000 sq.ft.
(93 sq.m.) Carpet Area",2 BHK Flat in Electronic City Phase 2,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-electronic-city-phase-2-bangalore-south-1000-sq-ft-spid-K71329714,Bangalore
sai surya enclave,"₹ 55.47 L
₹ 4,300/sq.ft.","3 BHK
2 Baths","1,290 sq.ft.
(120 sq.m.) Carpet Area",3 BHK Flat in Electronic City Phase 2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-electronic-city-phase-2-bangalore-south-1290-sq-ft-spid-K71329802,Bangalore
sai surya enclave,"₹ 55.9 L
₹ 4,300/sq.ft.","2 BHK
2 Baths","1,300 sq.ft.
(121 sq.m.) Carpet Area",2 BHK Flat in Electronic City Phase 2,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-electronic-city-phase-2-bangalore-south-1300-sq-ft-spid-M71329882,Bangalore
sai surya enclave,"₹ 44.94 L
₹ 4,300/sq.ft.","2 BHK
2 Baths","1,045 sq.ft.
(97 sq.m.) Carpet Area",2 BHK Flat in Electronic City Phase 2,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-electronic-city-phase-2-bangalore-south-1045-sq-ft-spid-V71329660,Bangalore
sai surya enclave,"₹ 59.34 L
₹ 4,300/sq.ft.","3 BHK
2 Baths","1,380 sq.ft.
(128 sq.m.) Carpet Area",3 BHK Flat in Electronic City Phase 2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-electronic-city-phase-2-bangalore-south-1380-sq-ft-spid-G71329628,Bangalore
The County Address,"₹ 2 Cr
₹ 8,333/sq.ft.",,"2,400 sq.ft.
(223 sq.m.) Plot Area",Residential land / Plot in Sarjapur,https://www.99acres.com/residential-land-plot-for-sale-in-the-county-address-sarjapur-bangalore-east-267-sq-yard-spid-A71330214,Bangalore
Godrej Reserve,"₹ 88 L
₹ 5,866/sq.ft.",,"1,500 sq.ft.
(139 sq.m.) Plot Area",Residential land / Plot in Devanahalli,https://www.99acres.com/residential-land-plot-for-sale-in-godrej-reserve-devanahalli-bangalore-north-167-sq-yard-r1-spid-N70022388,Bangalore
